Households,Longitude,Latitude,ViableDemand,Year of Electrification,NPV_grid,NPV_temp
187.58620689655174,-16.459794852,15.7204712806,48.828125,6,193775.8933868724,579694.5997096188
198.44827586206898,-16.5240428346,15.723018035,48.828125,6,204640.60468117776,613261.4745089809
140.86206896551724,-16.4243102193,15.710180294,48.828125,6,150312.44882135437,435303.75731871184
73.10344827586208,-16.4080918389,15.7050334421,48.828125,7,86280.14114523376,225910.39547507203
350.17241379310343,-16.4531526672,15.7308213455,48.828125,7,401820.39356559876,1082132.1066270547
51.896551724137936,-16.502803344,15.7194443112,48.828125,7,67049.6288481024,160375.0684858412
93.10344827586208,-16.4790147363,15.7282309584,48.828125,7,120531.89040251375,287716.0697088181
115.3448275862069,-16.3858526982,15.6766900108,48.828125,7,155730.1788971519,356448.24191703583
51.896551724137936,-16.3715314843,15.6742995646,61.03515625,8,75527.65671734216,165919.89848434174
51.896551724137936,-16.4967119625,15.7164780284,61.03515625,8,76609.75693326126,165919.89848434174
51.896551724137936,-16.4492465675,15.7084658323,61.03515625,8,83003.97650717614,165919.89848434174
93.10344827586208,-16.4686014947,15.7352632848,61.03515625,8,145306.586798026,297663.60525430075
51.896551724137936,-16.3845206448,15.7040953473,61.03515625,8,88149.37758987585,165919.89848434174
51.896551724137936,-16.4680162068,15.7343554814,61.03515625,8,64364.07847196868,165919.89848434174
40.17241379310345,-16.4715416795,15.7379548874,61.03515625,8,59921.096831800634,128436.33337824457
51.896551724137936,-16.4502170868,15.7060680361,61.03515625,9,92921.75050593902,165919.89848434174
18.96551724137931,-16.5240730972,15.7270829964,61.03515625,9,38289.4514644872,60635.178848098294
92.75862068965517,-16.5355146586,15.7039230615,61.03515625,9,168684.664288188,296561.1474570626
51.896551724137936,-16.5180719037,15.7069454032,61.03515625,9,98765.3568405334,165919.89848434174
51.896551724137936,-16.3736585441,15.7002182572,61.03515625,9,100612.4186665261,165919.89848434174
51.896551724137936,-16.4485238416,15.7002534149,61.03515625,9,105080.80451380959,165919.89848434174
51.896551724137936,-16.3677754624,15.6995569472,61.03515625,9,108122.5091398062,165919.89848434174
51.896551724137936,-16.4583518928,15.7500020513,61.03515625,9,110296.50683853842,165919.89848434174
124.48275862068967,-16.5728052752,15.6915622945,61.03515625,9,244727.00144005346,397987.26480297244
51.896551724137936,-16.5619719209,15.7082333268,61.03515625,9,97154.42570238313,165919.89848434174
34.13793103448276,-16.5620746935,15.7178084835,76.2939453125,10,72512.30387601047,113702.6090515898
