Households,Longitude,Latitude,ViableDemand,Year of Electrification,NPV_grid,NPV_temp
51.896551724137936,-16.3677754624,15.6995569472,95.367431640625,12,125423.02350574119,41946.73705406404
51.896551724137936,-16.4583518928,15.7500020513,95.367431640625,12,127597.0212044734,41946.73705406404
124.48275862068967,-16.5728052752,15.6915622945,95.367431640625,12,286225.2452015321,100595.09434357061
51.896551724137936,-16.5619719209,15.7082333268,95.367431640625,12,114454.94006831812,41946.73705406404
34.13793103448276,-16.5620746935,15.7178084835,95.367431640625,13,86737.80987457826,27598.0890711206
42.758620689655174,-16.4430812866,15.7513916536,95.367431640625,13,113859.27406696149,34563.452169636825
51.896551724137936,-16.4335391924,15.6925578733,95.367431640625,13,137611.8869170106,41946.73705406404
51.896551724137936,-16.4482237219,15.6970619073,95.367431640625,13,138398.31112379718,41946.73705406404
15.689655172413794,-16.483351832,15.7152842902,95.367431640625,13,47376.64890283029,10144.832959956457
51.896551724137936,-16.3861309094,15.6555590735,95.367431640625,13,144738.71379670486,41946.73705406404
51.896551724137936,-16.387850462,15.6543524771,95.367431640625,13,98083.37016142512,41946.73705406404
51.896551724137936,-16.4199572101,15.7299146776,95.367431640625,13,145320.34864964994,41946.73705406404
51.896551724137936,-16.4197805503,15.7359338025,95.367431640625,13,107795.79262187736,41946.73705406404
135.86206896551724,-16.5278745717,15.7904079948,95.367431640625,13,388795.1009755908,109789.37363361206
34.310344827586206,-16.510894045,15.7386227027,95.367431640625,13,96204.20392845561,27737.39633309093
51.896551724137936,-16.4666907788,15.7736088779,95.367431640625,13,154031.3233334131,41946.73705406404
51.896551724137936,-16.5853575081,15.668259059,95.367431640625,13,157250.72847165217,41946.73705406404
51.896551724137936,-16.5788013726,15.6657599301,95.367431640625,13,109595.54674192081,41946.73705406404
29.82758620689655,-16.5824494912,15.6726573569,95.367431640625,13,57234.12595438798,24115.407521862493
59.13793103448276,-16.5324402519,15.7789468152,95.367431640625,13,117544.06338386287,47797.642056817655
10.862068965517242,-16.5750241061,15.6847262284,95.367431640625,13,27398.166064459827,7023.3458953544705
51.896551724137936,-16.3919766368,15.6477245047,95.367431640625,13,111966.78898144186,41946.73705406404
51.03448275862069,-16.4286317959,15.7468905734,95.367431640625,13,125561.55881077016,41250.2007442124
51.896551724137936,-16.424869975,15.7559545494,95.367431640625,13,116936.25059875596,41946.73705406404
34.13793103448276,-16.4318918622,15.7540432664,95.367431640625,13,76942.65307205886,27598.0890711206
51.896551724137936,-16.5713073433,15.6636715005,95.367431640625,13,127614.78734615218,41946.73705406404
63.44827586206897,-16.5455110695,15.7545065101,95.367431640625,13,158915.6070884461,51280.32360607576
51.896551724137936,-16.550022082,15.743051851,95.367431640625,13,123022.55453637005,41946.73705406404
69.3103448275862,-16.5001649958,15.7713810458,95.367431640625,13,184646.36805510568,56016.77051306679
35.17241379310345,-16.4455245849,15.7641855282,95.367431640625,13,96741.38208643756,28433.932642942553
62.758620689655174,-16.4198243353,15.6701694864,95.367431640625,13,174813.9585646395,50723.094558194454
51.896551724137936,-16.4506226649,15.6715718758,95.367431640625,13,153809.03999528702,41946.73705406404
17.586206896551726,-16.5486337799,15.7472213611,95.367431640625,13,36160.751898904055,11371.131449621524
51.896551724137936,-16.4466321816,15.6659731297,95.367431640625,13,109674.67972291309,41946.73705406404
27.586206896551726,-16.422524721,15.7594303959,95.367431640625,13,62485.10035218927,22304.413116248274
31.20689655172414,-16.5028032833,15.7791682283,95.367431640625,13,77805.42907323029,25229.865617625084
30.0,-16.5629671662,15.665051837,95.367431640625,13,76316.6457162022,24254.714783832813
42.241379310344826,-16.549432338,15.6651820605,95.367431640625,13,108763.37333356788,34145.530383725854
3.793103448275862,-16.3855668379,15.7020539479,119.20928955078125,14,14356.374413534735,3065.7462241626654
9.827586206896552,-16.377985877,15.6797592961,119.20928955078125,14,36218.597891618774,7943.069762603269
8.10344827586207,-16.5190859081,15.7188639008,119.20928955078125,14,31115.224449145288,6549.548751620239
40.17241379310345,-16.3951862662,15.7242372449,119.20928955078125,14,140026.64020164782,38967.65115126288
50.689655172413794,-16.4035143319,15.6669161853,119.20928955078125,14,175754.03054656135,49165.48976485196
30.344827586206897,-16.404779136,15.6796431242,119.20928955078125,14,84616.46835115517,29438.52326643373
16.551724137931036,-16.4000049256,15.6547394798,119.20928955078125,14,62444.91269980543,13377.801705437087
21.896551724137932,-16.4218786198,15.7737820274,119.20928955078125,14,82615.98084548455,21246.81683912446
54.827586206896555,-16.4297819914,15.7993116625,119.20928955078125,14,174812.97140334547,53177.75413741161
51.896551724137936,-16.4861327057,15.6625079785,119.20928955078125,14,191713.4174399422,50335.73354018187
13.620689655172415,-16.4047785841,15.6766917468,119.20928955078125,14,37459.71853226148,11008.815986765934
51.896551724137936,-16.3764042887,15.7379359447,119.20928955078125,14,159605.95004060978,50335.73354018187
34.6551724137931,-16.4078993609,15.7937412458,119.20928955078125,14,117051.09853983494,33617.96532118336
51.896551724137936,-16.384740448,15.8055471804,119.20928955078125,14,165805.49479192,50335.73354018187
40.17241379310345,-16.3876979041,15.7811354157,119.20928955078125,14,131515.9937850733,38967.65115126288
29.82758620689655,-16.3930698137,15.7513917604,119.20928955078125,14,112410.95091158577,28936.990219863772
8.965517241379311,-16.4666909354,15.6625079969,119.20928955078125,15,37371.22139158839,7246.309257111754
12.758620689655173,-16.3894664349,15.7730412399,119.20928955078125,15,53864.98176613283,10312.055481274423
10.517241379310345,-16.3808530975,15.7038300881,119.20928955078125,15,47656.48889537484,8500.478166996481
13.620689655172415,-16.5444250715,15.6749523447,119.20928955078125,15,62137.82483511204,11008.815986765934
15.344827586206897,-16.4738999747,15.6784299455,119.20928955078125,15,69321.47913433655,12402.336997748964
22.758620689655174,-16.4994738908,15.7528105535,119.20928955078125,15,100611.88618720903,22082.705250074385
20.517241379310345,-16.4851775896,15.6447388255,119.20928955078125,15,93866.25627164509,19909.395381604576
6.8965517241379315,-16.4807593131,15.6453410978,119.20928955078125,15,31472.639087108048,5574.08404393212
15.172413793103448,-16.481972793,15.6847257943,119.20928955078125,15,63299.9729625163,12262.984896650662
